,load,rel_hum,t_amb,tower_el,tower_wat,chiller_el,tc_in,eer,power_tot,old_consumption,tc_in_mean,tc_out_mean
2019-10-01 00:00:00,0.0,0.71,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.935,21.852500000000003
2019-10-01 01:00:00,0.0,0.72,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.433125,20.145625
2019-10-01 02:00:00,0.0,0.75,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5125,20.71875
2019-10-01 03:00:00,0.0,0.78,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.094375000000003,21.0725
2019-10-01 04:00:00,0.0,0.79,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68375,20.845625000000002
2019-10-01 05:00:00,589.1,0.8,9.62,10.52,1.9724656767741497,100.65000000017805,18.0,5.852955787371664,111.17000000017805,264.7682485605,21.219375000000003,21.29625
2019-10-01 06:00:00,1149.0749999999996,0.8200000000000001,8.9,12.86,2.4405968959522655,123.6821961968887,18.0,9.290544923464946,136.5421961968887,185.67506930650003,20.979375,20.935
2019-10-01 07:00:00,1234.4,0.84,8.8,19.520000000000003,3.1350815215522654,127.70043908496186,18.0,9.666372401262672,147.22043908496187,318.22867293775005,22.05,22.504374999999996
2019-10-01 08:00:00,1550.925,0.8300000000000001,9.41,30.5,3.8295661471522653,145.4293268106601,18.0,10.664458359345963,175.9293268106601,489.36352221175,23.258125,23.6775
2019-10-01 09:00:00,1394.35,0.77,11.7,12.86,3.01419261517415,136.14182453638247,18.0,10.241893002009641,149.00182453638246,359.82357303050003,22.965000000000003,23.2075
2019-10-01 10:00:00,1976.025,0.68,14.57,30.5,4.570848270485415,170.64482875410837,18.0,11.579753189282782,201.14482875410837,671.5104183845001,23.62125,24.07375
2019-10-01 11:00:00,1560.65,0.6,17.01,30.5,3.833528307769946,146.0061810952991,18.0,10.6889310321825,176.5061810952991,624.37713205,23.7625,24.08875
2019-10-01 12:00:00,1693.2,0.55,18.75,30.5,4.192851856375919,153.8686011908156,18.0,11.004194402860843,184.3686011908156,598.4030601449999,23.784375000000004,24.17875
2019-10-01 13:00:00,2326.25,0.5,20.22,30.5,5.425248984622046,207.376582857646,18.0,11.217515343074476,237.876582857646,723.683449623,25.286250000000003,25.865000000000002
2019-10-01 14:00:00,2492.925,0.46,21.73,46.88,5.772491299875514,224.94471536024525,18.0,11.082389715213456,271.82471536024525,548.2092491895,26.6275,27.249375
2019-10-01 15:00:00,4585.299999999998,0.42,23.22,188.0,10.013323474741991,432.4469713992577,18.0,10.603149757676556,620.4469713992577,886.7796157045999,27.458750000000002,28.38875
2019-10-01 16:00:00,3796.025,0.41,23.86,188.0,8.492071434936225,349.467681400486,18.0,10.862306307660534,537.4676814004861,945.39462819275,28.26875,28.751875000000002
2019-10-01 17:00:00,2971.55,0.45,22.87,100.16000000000004,7.103102183736224,266.91506534715654,18.0,11.13294221941023,367.07506534715657,859.12351154275,28.820625,29.546249999999997
2019-10-01 18:00:00,2661.15,0.49,21.6,69.73999999999998,6.119733615128983,242.1353745382616,18.0,10.990339619209552,311.87537453826155,821.479471511,28.745624999999997,29.167499999999997
2019-10-01 19:00:00,2217.725,0.56,19.61,46.88,4.887336481975918,195.9376653244552,18.0,11.318523145244413,242.8176653244552,736.9208049452501,28.231875000000002,28.560625
2019-10-01 20:00:00,1551.65,0.59,18.01,30.5,3.498367230775918,145.47233137172572,18.0,10.666289495526582,175.97233137172572,630.30013319925,26.546875,26.751875
2019-10-01 21:00:00,1540.6,0.63,17.04,30.5,3.851830029645945,144.81688254444953,18.0,10.638262424459622,175.31688254444953,594.20568206875,25.73625,26.010625
2019-10-01 22:00:00,1389.425,0.66,16.34,19.520000000000003,3.249943354497228,135.84969010431595,18.0,10.227664111218004,155.36969010431596,599.63849491675,25.581874999999997,25.955000000000002
2019-10-01 23:00:00,0.0,0.6900000000000001,15.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.231875000000002,24.12375
2019-10-02 00:00:00,0.0,0.7000000000000001,15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95125,22.90625
2019-10-02 01:00:00,0.0,0.71,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92375,22.948749999999997
2019-10-02 02:00:00,0.0,0.71,14.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.849999999999998,22.83125
2019-10-02 03:00:00,0.0,0.72,14.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71125,22.612499999999997
2019-10-02 04:00:00,916.65,0.73,13.92,9.44,1.9089308655582704,112.73651669779251,18.0,8.130905822265385,122.17651669779251,249.66540188025,23.072499999999998,23.165000000000003
2019-10-02 05:00:00,955.025,0.73,14.31,8.18,5.863072209594716,114.54372526304071,18.0,8.337645713956478,122.7237252630407,273.06192672199995,23.240625,23.1575
2019-10-02 06:00:00,1222.6999999999996,0.73,14.3,8.18,5.863072209594716,127.14944650611088,18.0,9.61624319726186,135.32944650611088,308.41601323975,23.523125,23.584374999999998
2019-10-02 07:00:00,1090.025,0.75,14.36,8.18,5.863072209594716,120.90133194208984,18.0,9.015822923457185,129.08133194208983,329.15799723625,23.39875,23.514999999999997
2019-10-02 08:00:00,1675.975,0.74,14.9,8.18,5.863072209594716,152.84687213653208,18.0,10.965059190108366,161.0268721365321,382.25142426275005,23.23125,23.556250000000002
2019-10-02 09:00:00,1176.725,0.74,16.01,12.86,2.497875677520062,124.98432823152365,18.0,9.414980395143699,137.84432823152366,252.70794308619998,23.234375,23.3575
2019-10-02 10:00:00,2032.925,0.73,17.75,30.5,4.573613058370479,176.4590939341427,18.0,11.520658724218087,206.9590939341427,666.5797779252499,24.692500000000003,25.377499999999998
2019-10-02 11:00:00,2831.975,0.71,19.14,100.16000000000004,6.259520658254303,255.77258678835656,18.0,11.072238176733796,355.9325867883566,803.6427000922499,28.3925,29.19875
2019-10-02 12:00:00,3224.475,0.6900000000000001,19.65,69.73999999999998,7.651856587893127,324.2275391100651,20.0,11.23093922270846,393.9675391100651,937.5024559155,31.214999999999996,31.89625
2019-10-02 13:00:00,2526.100000000001,0.7000000000000001,18.84,69.73999999999998,5.5650360326543025,228.44147729679082,18.0,11.057974365653813,298.18147729679083,873.623281252,30.443125,30.826249999999995
2019-10-02 14:00:00,2433.425,0.67,18.81,69.73999999999998,5.568402711093129,218.6732056323037,18.0,11.12813521420532,288.4132056323037,670.62783242925,23.81375,24.27125
2019-10-02 15:00:00,2576.625,0.75,17.63,69.73999999999998,5.962582309570477,233.76699038929908,18.0,11.022193491515075,303.50699038929906,797.3103320682501,27.624375,27.798125
2019-10-02 16:00:00,2151.95,0.8,16.85,46.88,5.268097683970479,189.0047484781467,18.0,11.38569277929446,235.8847484781467,666.6258796274999,25.765624999999996,26.235625
2019-10-02 17:00:00,2601.3,0.84,16.44,46.88,5.6515098213724375,266.19342996934915,20.0,11.005305095996752,313.07342996934915,801.8599791027499,27.726875,28.34
2019-10-02 18:00:00,2878.2499999999995,0.86,15.95,100.16000000000004,6.429366005889722,259.4667884384262,18.0,11.092941864823807,359.6267884384262,848.2175498852499,28.403125000000003,28.971249999999998
2019-10-02 19:00:00,2529.925,0.88,15.42,8.18,5.734881380289723,228.8446457793014,18.0,11.055207306182156,237.0246457793014,784.48496991225,27.305,27.690624999999997
2019-10-02 20:00:00,2153.675,0.88,14.9,46.88,5.040396754689722,189.1865695584946,18.0,11.38386834237779,236.0665695584946,705.0037190439999,26.096874999999997,26.4875
2019-10-02 21:00:00,2080.125,0.88,14.64,46.88,5.040396754689722,181.43414030656012,18.0,11.464903994834255,228.31414030656012,709.9933792747499,25.763125,26.20375
2019-10-02 22:00:00,1858.3,0.88,14.45,30.5,4.345912129089721,163.66177778658903,18.0,11.354514322966587,194.16177778658903,670.185988862,25.028125,25.335624999999997
2019-10-02 23:00:00,1842.25,0.87,14.2,30.5,4.345912129089721,162.70974577954988,18.0,11.322308883058573,193.20974577954988,636.77252984725,24.248125,24.586250000000003
2019-10-03 00:00:00,1737.3,0.84,13.75,30.5,4.2371766377800695,156.484464836325,18.0,11.102060526053686,186.984464836325,640.01114879275,24.195,24.535625
2019-10-03 01:00:00,1028.15,0.8300000000000001,12.94,9.44,2.670669960215106,117.987428880859,18.0,8.714063945220829,127.427428880859,332.40104860480005,21.965,21.970625000000002
2019-10-03 02:00:00,0.0,0.81,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57,20.560000000000002
2019-10-03 03:00:00,0.0,0.8,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.097499999999997,21.14625
2019-10-03 04:00:00,0.0,0.79,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34375,21.295
2019-10-03 05:00:00,764.65,0.77,9.14,10.52,1.9724656767741497,105.57832251101128,18.0,7.2424905209139965,116.09832251101128,262.87502687475,21.151875,21.216874999999998
2019-10-03 06:00:00,0.0,0.77,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.583125000000003,21.596874999999997
2019-10-03 07:00:00,953.45,0.78,9.06,10.52,1.9724656767741497,114.46955318511849,18.0,8.32928908578943,124.98955318511848,304.34364506250006,21.434374999999996,21.676875000000003
2019-10-03 08:00:00,1004.925,0.79,9.25,10.52,1.9724656767741497,116.8936850651485,18.0,8.59691436231071,127.4136850651485,294.66964065,21.230624999999996,21.069375
2019-10-03 09:00:00,503.05,0.76,9.91,8.18,2.31970798957415,113.55000000020179,20.0,4.998012916036863,121.73000000020178,303.383959485,21.2825,21.494374999999998
2019-10-03 10:00:00,1011.675,0.71,11.18,10.52,1.9724656767741497,117.21156539910099,18.0,8.631187515969815,127.73156539910099,316.621823005,22.40625,22.42125
2019-10-03 11:00:00,1327.1,0.65,12.26,19.520000000000003,3.2116101181319583,132.1527807685705,18.0,10.042164775359918,151.6727807685705,558.290377809,21.43375,21.74125
2019-10-03 12:00:00,1204.3249999999996,0.62,13.25,12.86,2.5171254925319584,126.28410559701808,18.0,9.536631663236305,139.1441055970181,436.17925270475,21.716249999999995,21.678749999999997
2019-10-03 13:00:00,987.25,0.61,13.75,12.86,2.5171254925319584,116.06130952402115,18.0,8.50628003465418,128.92130952402115,322.8019632940001,19.7775,19.84625
2019-10-03 14:00:00,1045.95,0.63,13.48,12.86,2.5171254925319584,118.82569109483734,18.0,8.802389368517998,131.68569109483735,592.0245376672501,21.270625000000003,21.5075
2019-10-03 15:00:00,1124.0,0.66,13.53,12.86,2.5171254925319584,122.50132962298386,18.0,9.175410613576831,135.36132962298387,274.5299249935,20.662499999999998,20.659375
2019-10-03 16:00:00,1645.725,0.65,13.79,30.5,3.906094743731958,151.05254389896612,18.0,10.895049878145509,181.55254389896612,592.8363298955,21.70375,22.025
2019-10-03 17:00:00,1143.475,0.68,13.14,12.86,2.5171254925319584,123.41847325316523,18.0,9.26502305416158,136.27847325316523,356.76673154375,21.503124999999997,21.720625000000005
2019-10-03 18:00:00,1019.95,0.72,12.46,12.86,2.6034154911582696,117.60126314183529,18.0,8.672951061502369,130.46126314183527,300.67556835925,22.571875,22.61875
2019-10-03 19:00:00,1039.0,0.75,11.23,10.52,1.9724656767741497,118.49839208432331,18.0,8.768051462340933,129.01839208432332,304.56917616,22.553125,22.483125
2019-10-03 20:00:00,740.175,0.79,9.78,10.52,1.9724656767741497,104.42571196679107,18.0,7.088053182106974,114.94571196679107,298.8749839665,21.26125,21.372500000000002
2019-10-03 21:00:00,1144.85,0.8200000000000001,8.74,12.86,2.4405968959522655,123.48322665452591,18.0,9.271299681883061,136.3432266545259,318.83262908324997,21.338749999999997,21.786250000000003
2019-10-03 22:00:00,1062.1,0.84,7.83,12.86,2.4405968959522655,119.58624922718279,18.0,8.881455910388878,132.4462492271828,314.53144169325,21.3325,21.636874999999996
2019-10-03 23:00:00,0.0,0.84,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45375,20.769375000000004
2019-10-04 00:00:00,0.0,0.85,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.215,21.580624999999998
2019-10-04 01:00:00,578.95,0.85,6.12,9.44,1.7461122703522651,100.65000000017805,18.0,5.752111276691267,110.09000000017805,186.436551646,20.386250000000004,20.118125
2019-10-04 02:00:00,0.0,0.87,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.050625,20.2775
2019-10-04 03:00:00,0.0,0.87,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.879375,20.895625
2019-10-04 04:00:00,546.575,0.88,4.23,8.18,1.7461122703522651,113.55000000020179,20.0,5.430452061589998,121.73000000020178,231.04956129825,21.037499999999998,21.07625
2019-10-04 05:00:00,852.4749999999998,0.88,3.68,9.44,1.7461122703522651,109.7142988561038,18.0,7.7699534963812384,119.1542988561038,266.83739071675,21.134375,21.205625
2019-10-04 06:00:00,707.5,0.89,3.13,9.44,1.7461122703522651,102.88693568354715,18.0,6.876480432618594,112.32693568354715,271.40015406500004,21.306875,21.353125
2019-10-04 07:00:00,1104.15,0.91,3.05,12.86,2.567713405707689,121.56652597424964,18.0,9.08268119987144,134.42652597424964,412.90163537699993,21.829375000000002,21.95875
2019-10-04 08:00:00,1268.3249999999996,0.87,4.15,19.520000000000003,3.1350815215522654,129.29808209671546,18.0,9.809310234403073,148.81808209671547,456.371590772,21.372500000000002,20.90875
2019-10-04 09:00:00,1529.475,0.84,6.37,30.5,3.8295661471522653,144.15698496947692,18.0,10.609787658390909,174.65698496947692,683.85738281325,21.536875000000002,21.570625
2019-10-04 10:00:00,1414.0000000000002,0.77,9.47,12.86,3.01419261517415,137.30739643285102,18.0,10.298061406265935,150.16739643285104,531.8729004597501,20.73125,21.028125
2019-10-04 11:00:00,1176.275,0.7000000000000001,12.06,12.86,2.6034154911582696,124.9631362092601,18.0,9.412975983815258,137.8231362092601,458.37455371174997,22.426875000000003,23.3975
2019-10-04 12:00:00,1168.9,0.64,13.51,12.86,2.5171254925319584,124.6158225110528,18.0,9.380028767184236,137.4758225110528,465.09242995,22.627499999999998,23.245624999999997
2019-10-04 13:00:00,1219.95,0.6,14.46,12.86,3.0004404435847998,127.01993970338955,18.0,9.604397568198856,139.87993970338954,472.15282412875,22.614375,23.413750000000004
2019-10-04 14:00:00,1072.675,0.5700000000000001,15.1,9.44,2.4547739524552834,120.084261750375,18.0,8.932685968706055,129.52426175037502,445.98687548875,22.703750000000003,23.427500000000002
2019-10-04 15:00:00,924.4,0.51,15.99,9.44,2.4547739524552834,113.10149041455273,18.0,8.173190261346527,122.54149041455273,182.94139669825,21.8025,21.794375000000002
2019-10-04 16:00:00,977.525,0.51,16.25,12.86,2.444559056569945,115.60332637621555,18.0,8.455855299689004,128.46332637621555,302.97193955725,22.03125,22.076249999999998
2019-10-04 17:00:00,921.25,0.55,15.03,9.44,2.4547739524552834,112.95314625870829,18.0,8.156036644521311,122.39314625870828,306.41966189050004,22.386875,22.375625
2019-10-04 18:00:00,650.1999999999998,0.59,13.89,8.18,2.3784580784716134,100.65000000017805,18.0,6.460009935408344,108.83000000017805,305.18931276875,22.179375,22.166249999999998
2019-10-04 19:00:00,0.0,0.66,11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.745625000000004,21.707500000000003
2019-10-04 20:00:00,0.0,0.71,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.935625,20.868750000000002
2019-10-04 21:00:00,0.0,0.72,9.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61,20.583750000000002
2019-10-04 22:00:00,0.0,0.72,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.518125,20.50375
2019-10-04 23:00:00,0.0,0.72,9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.930000000000003,19.888125
2019-10-05 00:00:00,0.0,0.73,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.734375,19.7375
2019-10-05 01:00:00,0.0,0.74,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2625,20.28125
2019-10-05 02:00:00,0.0,0.75,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.178749999999997,20.138749999999998
2019-10-05 03:00:00,0.0,0.78,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11,19.209375
2019-10-05 04:00:00,0.0,0.8200000000000001,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.105625,21.194375
2019-10-05 05:00:00,0.0,0.84,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.154375,20.04375
2019-10-05 06:00:00,0.0,0.84,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.598125,19.615624999999998
2019-10-05 07:00:00,0.0,0.86,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.443749999999998,20.451875
2019-10-05 08:00:00,0.0,0.85,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57125,19.509375
2019-10-05 09:00:00,0.0,0.87,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.735625,19.791249999999998
2019-10-05 10:00:00,0.0,0.89,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.314375,20.289375
2019-10-05 11:00:00,0.0,0.91,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58625,19.536249999999995
2019-10-05 12:00:00,0.0,0.91,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26875,20.331875
2019-10-05 13:00:00,0.0,0.92,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.35375,20.29875
2019-10-05 14:00:00,0.0,0.91,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9225,19.905
2019-10-05 15:00:00,0.0,0.89,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.634375000000002,19.604374999999997
2019-10-05 16:00:00,0.0,0.88,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.946875000000002,20.005000000000003
2019-10-05 17:00:00,0.0,0.89,12.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.636875,20.615625
2019-10-05 18:00:00,0.0,0.87,11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.615624999999998,19.5175
2019-10-05 19:00:00,0.0,0.86,11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.056250000000002,19.071875000000002
2019-10-05 20:00:00,0.0,0.86,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65625,19.669375000000002
2019-10-05 21:00:00,0.0,0.86,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.199375,20.18125
2019-10-05 22:00:00,0.0,0.86,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.728125,19.709375
2019-10-05 23:00:00,0.0,0.85,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.045624999999998,20.060624999999998
2019-10-06 00:00:00,0.0,0.8300000000000001,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.959999999999997,19.934375
2019-10-06 01:00:00,0.0,0.8200000000000001,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.91375,19.900000000000002
2019-10-06 02:00:00,0.0,0.79,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.734375000000004,19.71
2019-10-06 03:00:00,0.0,0.8,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.520625,19.49
2019-10-06 04:00:00,0.0,0.81,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.255625000000002,19.24625
2019-10-06 05:00:00,0.0,0.8200000000000001,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19125,19.18375
2019-10-06 06:00:00,0.0,0.8300000000000001,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.916875,18.879375000000003
2019-10-06 07:00:00,0.0,0.85,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00875,19.02125
2019-10-06 08:00:00,0.0,0.85,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.051250000000003,19.041874999999997
2019-10-06 09:00:00,0.0,0.8300000000000001,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.025625,19.00625
2019-10-06 10:00:00,0.0,0.8,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.024375,19.025
2019-10-06 11:00:00,0.0,0.76,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.071875,19.06875
2019-10-06 12:00:00,0.0,0.71,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.051875000000003,19.052500000000002
2019-10-06 13:00:00,0.0,0.67,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76875,19.81125
2019-10-06 14:00:00,0.0,0.58,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.035625,19.986874999999998
2019-10-06 15:00:00,0.0,0.5700000000000001,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07875,19.046875
2019-10-06 16:00:00,0.0,0.59,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.099375000000002,20.194375
2019-10-06 17:00:00,0.0,0.63,11.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.445625,20.4025
2019-10-06 18:00:00,0.0,0.67,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.009999999999998,20.015625
2019-10-06 19:00:00,0.0,0.71,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.340625,20.229375
2019-10-06 20:00:00,0.0,0.74,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.433750000000003,19.450625000000002
2019-10-06 21:00:00,0.0,0.76,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.006875,20.009999999999998
2019-10-06 22:00:00,0.0,0.77,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.898125,19.852500000000003
2019-10-06 23:00:00,0.0,0.78,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71,19.725
2019-10-07 00:00:00,0.0,0.79,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56625,19.5325
2019-10-07 01:00:00,0.0,0.81,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.265,19.250625000000003
2019-10-07 02:00:00,0.0,0.81,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.802500000000002,19.834375
2019-10-07 03:00:00,0.0,0.81,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88875,19.833750000000002
2019-10-07 04:00:00,0.0,0.8,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.595,19.60625
2019-10-07 05:00:00,0.0,0.79,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0775,20.079375
2019-10-07 06:00:00,0.0,0.79,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.53875,19.525625
2019-10-07 07:00:00,0.0,0.8,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.263125,20.273125
2019-10-07 08:00:00,0.0,0.8,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49125,19.453125
2019-10-07 09:00:00,0.0,0.78,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.019374999999997,21.105625
2019-10-07 10:00:00,746.875,0.74,7.76,10.52,1.9724656767741497,104.74123763160314,18.0,7.130668081533615,115.26123763160314,224.33123657275002,20.5575,20.48375
2019-10-07 11:00:00,706.75,0.6900000000000001,9.12,8.18,1.5106231021220289,102.8516156464413,18.0,6.871549810452138,111.03161564644131,255.97418051360006,20.473125,20.498749999999998
2019-10-07 12:00:00,775.7,0.65,10.15,9.44,2.2051077277220283,106.09870439103716,18.0,7.311116610256443,115.53870439103716,283.8716184334,20.658125,20.522499999999997
2019-10-07 13:00:00,1211.425,0.6,11.27,12.86,2.7913397939150912,126.61846861495329,18.0,9.567522125733039,139.47846861495327,610.9891635515,18.756249999999998,18.824375
2019-10-07 14:00:00,563.625,0.56,12.14,8.18,2.3784580784716134,100.65000000017805,18.0,5.599850968693524,108.83000000017805,620.6275135265,21.576875,21.471250000000005
2019-10-07 15:00:00,1339.525,0.5,13.25,9.44,2.9216572611546963,132.8897899702815,18.0,10.07996927604116,142.3297899702815,508.22706062725007,19.796875,19.71625
2019-10-07 16:00:00,0.0,0.49,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.095625,20.133125
2019-10-07 17:00:00,0.0,0.53,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95125,19.948124999999997
2019-10-07 18:00:00,0.0,0.5700000000000001,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.055625,18.983124999999998
2019-10-07 19:00:00,601.2499999999999,0.64,8.32,8.18,1.5106231021220289,100.65000000017805,18.0,5.973671137594997,108.83000000017805,506.06916955675007,20.483125,20.46875
2019-10-07 20:00:00,0.0,0.71,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.173750000000002,19.193125
2019-10-07 21:00:00,0.0,0.74,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.254375,20.186875
2019-10-07 22:00:00,0.0,0.77,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.221874999999997,20.115625
2019-10-07 23:00:00,0.0,0.78,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.181874999999998,20.173125
2019-10-08 00:00:00,0.0,0.8,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.275000000000002,20.314375
2019-10-08 01:00:00,0.0,0.8,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.208125,20.161250000000003
2019-10-08 02:00:00,0.0,0.8,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.20375,20.235
2019-10-08 03:00:00,0.0,0.8,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23375,20.201875
2019-10-08 04:00:00,0.0,0.8,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.175,20.17
2019-10-08 05:00:00,0.0,0.8,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.326875,20.355
2019-10-08 06:00:00,0.0,0.81,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.371875,20.3875
2019-10-08 07:00:00,0.0,0.84,-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15625,20.11125
2019-10-08 08:00:00,806.0,0.85,0.23,9.44,1.7461122703522651,107.52563389011259,18.0,7.495886988433878,116.96563389011258,154.14520521275,20.323125,20.24625
2019-10-08 09:00:00,1189.1,0.8300000000000001,2.34,19.520000000000003,3.1350815215522654,125.56710884376976,18.0,9.469836575432144,145.08710884376976,518.601071027,20.899375,20.955
2019-10-08 10:00:00,1233.775,0.78,5.44,12.86,3.01419261517415,127.671005720707,18.0,9.663705498639256,140.53100572070701,330.78478025025004,19.180625,19.125625
2019-10-08 11:00:00,1132.775,0.6900000000000001,8.52,12.86,2.8995923533220287,122.91457405712204,18.0,9.215953508276131,135.77457405712204,435.10211330650003,21.05875,20.955
2019-10-08 12:00:00,1280.8,0.61,10.63,12.86,2.8995923533220287,129.88557204724242,18.0,9.860987481612993,142.74557204724243,512.98146602975,20.651875,20.626250000000002
2019-10-08 13:00:00,778.6,0.53,12.59,8.18,2.3784580784716134,106.23527520117969,18.0,7.329015701475344,114.4152752011797,282.32781936025003,20.87875,20.858125
2019-10-08 14:00:00,1288.95,0.48,14.11,12.86,2.744452474476139,130.26938311712573,18.0,9.894496843061734,143.1293831171257,307.16477099625,21.278125,21.32125
